source,wiki_sanity_source,target,wiki_sanity_target
Lactation,33982,Lactation,0
Ibn Qutaybah,31965,Ibn_Qoutayba,0
Primary polydipsia,26460,Potomanie,0
Electrode,41388,%C3%89lectrode,0
Advertising,102198,Publicit%C3%A9,0
Diving bell,82135,Cloche_de_plong%C3%A9e,0
Vaping-associated pulmonary injury,44845,Pneumopathie_associ%C3%A9e_au_vapotage,0
List of forms of alternative medicine,17244,Liste_de_m%C3%A9decines_non_conventionnelles,0
Kees de Jager,27864,Kees_de_Jager,0
Tumor necrosis factor,44990,Facteur_de_n%C3%A9crose_tumorale,0
Ephedra sinica,15112,Ephedra_sinica,0
Enterococcus faecalis,26140,Enterococcus_faecalis,0
Articular cartilage repair,28267,R%C3%A9paration_du_cartilage_articulaire,0
Risk,80301,Risque,0
Centers for Medicare & Medicaid Services,25098,Centers_for_Medicare_%26_Medicaid_Services,0
Spartan army,51963,Arm%C3%A9e_spartiate,0
Mebeverine,23268,M%C3%A9b%C3%A9v%C3%A9rine,0
Humber Bridge,39944,Pont_du_Humber,0
Rivaroxaban,29083,Rivaroxaban,0
Oxidation state,64832,Nombre_d%27oxydation,0
United States District Court for the District of Columbia,37392,Cour_de_district_des_%C3%89tats-Unis_pour_le_district_de_Columbia,0
William of Auvergne,26231,Guillaume_d%27Auvergne,0
Hurler syndrome,24464,Syndrome_de_Hurler,0
Bronchiole,23361,Bronchiole,0
Hyperlipidemia,35780,Hyperlip%C3%A9mie,0
Bendiocarb,23856,Bendiocarbe,0
Consolida,18648,Consolida,0
Local anesthetic,60210,Anesth%C3%A9sique_local,0
Sodium–potassium pump,34273,Pompe_sodium-potassium,0
Lead(II) chloride,24618,Chlorure_de_plomb(II),0
Colorectal cancer,71416,Cancer_colorectal,0
Barbara McClintock,98544,Barbara_McClintock,0
Luftwaffe,120173,Luftwaffe_(Wehrmacht),0
Interventional radiology,87228,Radiologie_interventionnelle,0
Ergoline,47598,Ergoline,0
Circulatory system,100933,Syst%C3%A8me_circulatoire,0
Miscarriage,73248,Fausse_couche,0
Pragmatism,101300,Pragmatisme,0
Rosé,54301,Vin_ros%C3%A9,0
George Boolos,33107,George_Boolos,0
Triadin,20784,Triadine,0
Zhejiang Huayou Cobalt,12229,Zhejiang_Huayou_Cobalt,0
Stroke volume,20011,Volume_d%27%C3%A9jection_systolique,0
Streptococcus iniae,32340,Streptococcus_iniae,0
John Lindley,38614,John_Lindley,0
Staphylococcus aureus,71617,Staphylocoque_dor%C3%A9,0
Yuzu koshō,20540,Yuzukosh%C5%8D,0
Salinity,31245,Salinit%C3%A9,0
Sorting algorithm,63552,Algorithme_de_tri,0
Pulmonary fibrosis,32236,Fibrose_pulmonaire,0
Tetralogy of Fallot,59071,T%C3%A9tralogie_de_Fallot,0
Botulism,58493,Botulisme,0
Aspiration pneumonia,39446,Pneumopathie_d%27inhalation,0
Temple of Hephaestus,35272,H%C3%A9pha%C3%AFst%C3%A9ion,0
Hamid al-Din al-Kirmani,31759,Hamid_al-Din_al-Kirmani,0
Louis Lapicque,14153,Louis_Lapicque,0
Anatomical Therapeutic Chemical Classification System,26325,Classification_ATC,0
Responsible drug use,33429,R%C3%A9duction_des_risques_li%C3%A9s_%C3%A0_la_toxicomanie,0
Bredt's rule,29925,R%C3%A8gle_de_Bredt,0
Reinhard Genzel,29462,Reinhard_Genzel,0
Pyrite,37943,Pyrite,0
Biological neuron model,89555,Mod%C3%A8les_du_neurone_biologique,0
Lesser palatine arteries,16921,Petites_art%C3%A8res_palatines,0
CFA franc,32044,Franc_CFA,0
Lemon balm,37639,M%C3%A9lisse_officinale,0
Enrico Fermi,101357,Enrico_Fermi,0
Peter Higgs,45948,Peter_Higgs,0
Imperial units,55449,Syst%C3%A8me_d%27unit%C3%A9s_imp%C3%A9riales,0
Jaimini,26035,Jaimini,0
Humanities,72231,Lettres_(culture),0
Myocardial infarction,85541,Infarctus_du_myocarde,0
Thulium,33865,Thulium,0
Stem-cell therapy,54661,Cellule_souche_(m%C3%A9decine),0
Background radiation,49443,Rayonnement_de_fond,0
Effective altruism,52242,Altruisme_efficace,0
Premature ventricular contraction,42620,Extrasystole_ventriculaire,0
Aortic stenosis,48736,St%C3%A9nose_aortique,0
Daratumumab,25151,Daratumumab,0
Abdollah Javadi-Amoli,32157,Abdollah_Javadi-Amoli,0
Permethrin,35319,Perm%C3%A9thrine,0
Bromochlorodifluoromethane,19024,Bromochlorodifluorom%C3%A9thane,0
Inotrope,18318,Inotropisme,0
English language,195812,Anglais,0
"Margaret Jay, Baroness Jay of Paddington",28054,Margaret_Jay,0
Gynecologic ultrasonography,22368,%C3%89chographie_gyn%C3%A9cologique,0
Nobel Prize in Physics,34183,Prix_Nobel_de_physique,0
Thermoregulation,56376,Thermor%C3%A9gulation,0
Feeding tube,27693,Sonde_d%27alimentation,0
Southeast Asia,109313,Asie_du_Sud-Est,0
Port wine,49255,Porto_(DOC),0
Clonidine,46889,Clonidine,0
Underwater diving,136045,Plong%C3%A9e_sous-marine,0
Southern Cone,68535,C%C3%B4ne_Sud,0
Yerkes–Dodson law,14271,Loi_de_Yerkes_et_Dodson,0
Levocardia,15876,L%C3%A9vocardie,0
Cholesterol side-chain cleavage enzyme,36273,Enzyme_de_clivage_de_la_cha%C3%AEne_lat%C3%A9rale_du_cholest%C3%A9rol,0
Chemoprophylaxis,14507,Chimiopr%C3%A9vention,0
Philadelphia chromosome,34317,Chromosome_de_Philadelphie,0
Colonialism,111007,Colonialisme,0
Miliary tuberculosis,24457,Tuberculose_miliaire,0
Angiotensin-converting enzyme,38794,Enzyme_de_conversion_de_l%27angiotensine,0
Hans Spemann,29258,Hans_Spemann,0
Earth's crust,26103,Cro%C3%BBte_terrestre,0
Shayetet 13,82101,Shayetet_13,0
Plasmodium malariae,37034,Plasmodium_malariae,0
Tetramethyllead,12837,T%C3%A9tram%C3%A9thylplomb,0
Neurodegenerative disease,49264,Maladie_neurod%C3%A9g%C3%A9n%C3%A9rative,0
Lentigo,20535,Lentigo,0
Secret society,41270,Soci%C3%A9t%C3%A9_secr%C3%A8te,0
Subarachnoid hemorrhage,54558,H%C3%A9morragie_m%C3%A9ning%C3%A9e,0
Thomas Lewis (cardiologist),22510,Thomas_Lewis_(cardiologue),0
Left coronary artery,18558,Art%C3%A8re_coronaire_gauche,0
Supervised injection site,55313,Salle_de_consommation_%C3%A0_moindre_risque,0
Hypervolemia,20435,Hypervol%C3%A9mie,0
Hepatitis E,45285,H%C3%A9patite_E,0
Basic reproduction number,45007,Nombre_de_reproduction_de_base,0
Route of administration,37703,Voie_d%27administration,0
Etidronic acid,18830,Acide_%C3%A9tidronique,0
Hyperglycemia,32363,Hyperglyc%C3%A9mie,0
Pulmonary pleurae,29735,Pl%C3%A8vre,0
Innsbruck,70789,Innsbruck,0
Non-small-cell lung carcinoma,37291,Cancer_bronchique_non_%C3%A0_petites_cellules,0
Petechia,20427,P%C3%A9t%C3%A9chie,0
Nerve agent,58775,Agent_innervant,0
Prader–Willi syndrome,35481,Syndrome_de_Prader-Willi,0
Enzyme activator,16139,Activateur_enzymatique,0
Haenyeo,63277,Haenyo,0
Exercise,57147,Fitness,0
Bromo-DragonFLY,58048,Bromo-DragonFly,0
TRPM2,26370,TRPM2,0
Sodium peroxide,20102,Peroxyde_de_sodium,0
Bashar ibn Burd,24657,Bash%C3%A2r_Ibn_Burd,0
Venus flytrap,50648,Dion%C3%A9e_attrape-mouche,0
QS World University Rankings,59694,Classement_mondial_des_universit%C3%A9s_QS,0
Fire extinguisher,73809,Extincteur,0
Metastasis,40377,M%C3%A9tastase_(m%C3%A9decine),0
Pope Leo XIII,99722,L%C3%A9on_XIII,0
Emphysema,35377,Emphys%C3%A8me_pulmonaire,0
Rectum,42187,Rectum,0
Lead(II) thiocyanate,18780,Thiocyanate_de_plomb(II),0
Viral disease,39539,Maladie_virale,0
Isotopes of sodium,27659,Isotopes_du_sodium,0
Sodium-cooled fast reactor,27885,R%C3%A9acteur_rapide_refroidi_au_sodium,0
Hennig Brand,25240,Hennig_Brand,0
Korea,105503,Cor%C3%A9e,0
Chloramphenicol acetyltransferase,19284,Chloramph%C3%A9nicol_ac%C3%A9tyltransf%C3%A9rase,0
Abyssinian cat,28351,Abyssin,0
Chlorocebus,33037,Chlorocebus,0
Ertugliflozin,24703,Ertugliflozine,0
Triathlon,62109,Triathlon,0
Carbon steel,31590,Acier_au_carbone,0
Recklessness (law),34852,Insouciance_(droit),0
"2,2,2-Trichloroethanol",36083,"2,2,2-Trichlor%C3%A9thanol",0
Neonatal herpes simplex,25994,Herp%C3%A8s_n%C3%A9onatal,0
Lawrence Bragg,51775,William_Lawrence_Bragg,0
Vanadium,53804,Vanadium,0
Cryonics,41297,Cryonie,0
Dysplasia,22967,Dysplasie,0
William Gull,65923,William_Gull,0
MacTutor History of Mathematics archive,11931,MacTutor_History_of_Mathematics_archive,0
Acne,98552,Acn%C3%A9,0
ACT UP,63238,ACT_UP,0
Chronic kidney disease,49125,Insuffisance_r%C3%A9nale_chronique,0
Microvascular angina,24128,Syndrome_X_(cardiovasculaire),0
Dizionario Biografico degli Italiani,18003,Dizionario_biografico_degli_Italiani,0
Joint United Nations Programme on HIV/AIDS,44321,ONUSIDA,0
Optometry,61973,Optom%C3%A9trie,0
Nazi racial theories,123174,Doctrine_nazie_sur_les_races,0
Ranitidine,50767,Ranitidine,0
Eastern Europe,80763,Europe_de_l%27Est,0
Teva Pharmaceuticals,48190,Teva_Pharmaceutical,0
Zuhayr bin Abi Sulma,15758,Zuhayr_Ibn_Ab%C3%AE_Sulm%C3%A2,0
Medical error,57548,Accident_m%C3%A9dical,0
Functional analysis,36680,Analyse_fonctionnelle_(math%C3%A9matiques),0
American Medical Association,44581,Association_m%C3%A9dicale_am%C3%A9ricaine,0
Mary Garrett,34413,Mary_Garrett,0
Dopamine agonist,45864,Agoniste_de_la_dopamine,0
Tonsil,21261,Tonsille,0
Rum and Coke,29314,Cuba_libre,0
Prothrombin G20210A,22347,Thrombophilie_par_mutation_G20210A_du_g%C3%A8ne_de_la_prothrombine,0
Topical steroid,23948,Dermocortico%C3%AFde,0
Brain-derived neurotrophic factor,54963,Facteur_neurotrophique_d%C3%A9riv%C3%A9_du_cerveau,0
Side effect,18291,Effet_secondaire_(m%C3%A9decine),0
Diogenes,55843,Diog%C3%A8ne_de_Sinope,0
Jean Buridan,34788,Jean_Buridan,0
Psychological stress,58839,Stress_chez_l%27humain,0
Drying oil,23808,Siccativation,0
Smooth muscle,47660,Muscle_lisse,0
Mint julep,28339,Mint_julep,0
Bacterial vaginosis,33717,Vaginose,0
Superior mesenteric artery,21780,Art%C3%A8re_m%C3%A9sent%C3%A9rique_sup%C3%A9rieure,0
Sirukumab,20454,Sirukumab,0
Micafungin,21671,Micafungine,0
Nauka (publisher),20760,Nauka_(%C3%A9diteur),0
Nadia Anjuman,27111,Nadia_Anjuman,0
Bacillus,39402,Bacillus,0
Sake,65503,Sak%C3%A9,0
Inflammation,73504,Inflammation,0
Brown-Séquard syndrome,25910,Syndrome_de_Brown-S%C3%A9quard,0
Ancient history,92502,Antiquit%C3%A9,0
CAMK,26015,calmoduline-d%C3%A9pendante,0
Conium,34005,Conium,0
Volt,24644,Volt,0
Dalton (unit),42486,Unit%C3%A9_de_masse_atomique_unifi%C3%A9e,0
Haematopoiesis,33504,H%C3%A9matopo%C3%AF%C3%A8se,0
Compression (physics),15786,Compression_(physique),0
Glasgow Coma Scale,31085,%C3%89chelle_de_Glasgow,0
Ulcerative colitis,73254,Rectocolite_h%C3%A9morragique,0
Noah Porter,20662,Noah_Porter,0
Antiarrhythmic agent,29214,Antiarythmique,0
Biological hazard,76500,Danger_biologique,0
Transcription factor,59678,Facteur_de_transcription,0
Grain boundary,36763,Joint_de_grains,0
Pulmonary artery catheter,33683,Cath%C3%A9ter_de_Swan-Ganz,0
Timeline of HIV/AIDS,59446,Syndrome_d%27immunod%C3%A9ficience_acquise#Histoire,0
Depreciation,42709,Amortissement_comptable,0
Asclepiad (title),14312,Ascl%C3%A9piades,0
PTI-2,27418,PTI-2,0
Potassium canrenoate,39502,Canr%C3%A9noate_de_potassium,0
Contrast agent,20254,Produit_de_contraste,0
Mechanoreceptor,29812,M%C3%A9canor%C3%A9cepteur,0
Gerhard Herzberg,37642,Gerhard_Herzberg,0
Friedreich's ataxia,34428,Ataxie_de_Friedreich,0
Maitreya teachings,26083,Maitreyisme,0
Nuclear fusion,88665,Fusion_nucl%C3%A9aire,0
Immune complex,18848,Complexe_immun,0
Dicarbon monoxide,25475,Monoxyde_de_dicarbone,0
Capillary,30159,Capillaire_(anatomie),0
Erwin Schrödinger,61107,Erwin_Schr%C3%B6dinger,0
University of Strasbourg,34553,Universit%C3%A9_de_Strasbourg,0
Carbonic anhydrase inhibitor,23016,Inhibiteur_de_l%27anhydrase_carbonique,0
Mexico,190873,Mexique,0
Pulmonary edema,29779,%C5%92d%C3%A8me_aigu_du_poumon,0
Artery of the pterygoid canal,19465,Art%C3%A8re_du_canal_pt%C3%A9rygo%C3%AFdien,0
Personal protective equipment,83452,%C3%89quipement_de_protection_individuelle,0
Peak expiratory flow,21211,D%C3%A9bitm%C3%A8tre_de_pointe,0
Arthur Compton,56928,Arthur_Compton,0
Progressive Era,136299,%C3%88re_progressiste,0
GJA1,30064,Connexine_43,0
Graphite,56341,Graphite,0
Photodynamic therapy,72081,Th%C3%A9rapie_photodynamique,0
ETH Zurich,57552,%C3%89cole_polytechnique_f%C3%A9d%C3%A9rale_de_Zurich,0
Hummingbird,78135,Trochilidae,0
Barber surgeon,19462,Barbier_chirurgien,0
Semantic field,13993,Champ_lexical,0
Follicle-stimulating hormone,36529,Hormone_folliculo-stimulante,0
Triboelectric effect,34668,Tribo%C3%A9lectricit%C3%A9,0
Antithrombin,42359,Antithrombine,0
Dry drunk,19442,Ivresse_mentale,0
Physician,45107,M%C3%A9decin,0
Esmolol,20621,Esmolol,0
Colorectal surgery,18968,Proctologie,0
Acid–base extraction,20850,Extraction_acido-basique,0
Atracurium besilate,36127,Atracurium,0
Medical ultrasound,85240,%C3%89chographie,0
Abdominal guarding,17170,D%C3%A9fense_p%C3%A9riton%C3%A9ale,0
Android (operating system),135031,Android,0
Bian Que,22752,Bian_Que,0
Pagophagia,28082,Pagophagie,0
Michael Faraday,67540,Michael_Faraday,0
Nuclear safety and security,95185,S%C3%BBret%C3%A9_nucl%C3%A9aire,0
Gold mining,55350,Histoire_des_mines_d%27or,0
Computer algebra,36405,Calcul_formel,0
Transient global amnesia,33675,Ictus_amn%C3%A9sique,0
Paraneoplastic syndrome,29768,Syndrome_paran%C3%A9oplasique,0
Substance dependence,55936,Pharmacod%C3%A9pendance,0
Opiorphin,25554,Opiorphine,0
International Atomic Energy Agency,57566,Agence_internationale_de_l%27%C3%A9nergie_atomique,0
Atlantic Ocean,110535,Oc%C3%A9an_Atlantique,0
Phylogenetics,43064,Phylog%C3%A9nie,0
"Sir George Stokes, 1st Baronet",49105,George_Gabriel_Stokes,0
Anion gap,29808,Trou_anionique,0
Hospital bed,24184,Lit_m%C3%A9dicalis%C3%A9,0
Cochrane (organisation),26606,Cochrane_(organisation),0
Angiotensin II receptor blocker,44914,Antagoniste_des_r%C3%A9cepteurs_de_l%27angiotensine_II,0
Urinary system,30296,Appareil_urinaire,0
TREM1,24664,TREM1,0
Hypothyroidism,55299,Hypothyro%C3%AFdie,0
Dragon Boat Festival,42849,F%C3%AAte_des_bateaux-dragons,0
Hypernatremia,21436,Hypernatr%C3%A9mie,0
Phenol,43530,Ph%C3%A9nol_(compos%C3%A9),0
Tentacle,20278,Tentacule,0
State diagram,27071,Diagramme_%C3%A9tats-transitions,0
Post-acute-withdrawal syndrome,24437,Syndrome_prolong%C3%A9_de_sevrage,0
Binswanger's disease,28954,Maladie_de_Binswanger,0
Rangeland,33437,Parcours_(pastoralisme),0
Citric acid cycle,54648,Cycle_de_Krebs,0
Doxepin,114466,Dox%C3%A9pine,0
Papillary muscle,18290,Muscle_papillaire,0
Soranus of Ephesus,23198,Soranos_d%27%C3%89ph%C3%A8se,0
Second messenger system,22328,Second_messager,0
Dysautonomia,29107,Dystonie_neurov%C3%A9g%C3%A9tative,0
Emotion,103104,%C3%89motion,0
Euclidean algorithm,100714,Algorithme_d%27Euclide,0
Beveridge Report,25735,Rapport_Beveridge,0
CITES,53990,Convention_sur_le_commerce_international_des_esp%C3%A8ces_de_faune_et_de_flore_sauvages_menac%C3%A9es_d%27extinction,0
Lorcaserin,49363,Lorcas%C3%A9rine,0
Autoimmune hepatitis,31844,H%C3%A9patite_auto-immune,0
Indigenous peoples of South America,20550,Peuples_indig%C3%A8nes_d%27Am%C3%A9rique_du_Sud,0
Pollination syndrome,29102,Syndrome_de_pollinisation,0
Emery–Dreifuss muscular dystrophy,32836,Dystrophie_musculaire_d%27Emery-Dreifuss,0
Heart,114324,C%C5%93ur,0
Fibrillin,17220,Fibrilline,0
Intrauterine growth restriction,33529,Retard_de_croissance_intra-ut%C3%A9rin,0
Human chorionic gonadotropin,46701,Hormone_chorionique_gonadotrope_humaine,0
National Audit Office (United Kingdom),30862,National_Audit_Office,0
Microorganism,60606,Micro-organisme,0
Feeding tube,27443,Sonde_d%27alimentation,0
Sonar,134719,Sonar,0
List of bus rapid transit systems,59096,Liste_des_bus_%C3%A0_haut_niveau_de_service,0
Innes McCartney,58250,Innes_McCartney,0
F-type main-sequence star,21504,%C3%89toile_jaune-blanc_de_la_s%C3%A9quence_principale,0
University of Ferrara,25892,Universit%C3%A9_de_Ferrare,0
Intron,36272,Intron,0
Photographic plate,33349,Plaque_photographique,0
Astellas Pharma,35631,Astellas_Pharma,0
Colette Khoury,22266,Colette_Khoury,0
Age of Earth,47180,%C3%82ge_de_la_Terre,0
Immediately dangerous to life or health,43038,Danger_imm%C3%A9diat_pour_la_vie_ou_la_sant%C3%A9,0
Bioprospecting,57690,Bioprospection,0
String vibration,31993,Onde_sur_une_corde_vibrante,0
Dermatome (anatomy),18202,Dermatome,0
Rebecca Soni,47989,Rebecca_Soni,0
Monoclonal antibody,53141,Anticorps_monoclonal,0
Propionitrile,21690,Propionitrile,0
Phylum,44622,Embranchement_(biologie),0
Württemberg,15444,Wurtemberg,0
Saskatchewan,83386,Saskatchewan,0
Principles of Geology,18892,Principes_de_g%C3%A9ologie,0
Holocaust denial,217128,N%C3%A9gation_de_la_Shoah,0
Chromosome 5,34012,Chromosome_5_humain,0
Cat-scratch disease,36824,Maladie_des_griffes_du_chat,0
Rapidly progressive glomerulonephritis,20611,Glom%C3%A9rulon%C3%A9phrite_rapidement_progressive,0
Helicobacter,19915,Helicobacter,0
Fludiazepam,27344,Fludiaz%C3%A9pam,0
Hieronymus Fabricius,22478,Girolamo_Fabrizi_d%27Acquapendente,0
Binary search algorithm,72576,Recherche_dichotomique,0
Togo,70052,Togo,0
B cell,32760,Lymphocyte_B,0
Flashing (weatherproofing),22588,Solin_(construction),0
Colitis,26498,Colite,0
Ahmad Fardid,24190,Ahmad_Fardid,0
Sustainable Development Goal 6,42324,Objectif_de_d%C3%A9veloppement_durable_no_6_des_Nations_unies,0
Alcohol intoxication,46365,Ivresse,0
Rex Richards (chemist),26590,Rex_Richards_(chimiste),0
Central place theory,40569,Mod%C3%A8le_christall%C3%A9rien,0
Chaplain,45526,Chapelain,0
Behavioral neurology,22269,Neurologie_comportementale,0
Supreme Court of the United Kingdom,62442,Cour_supr%C3%AAme_du_Royaume-Uni,0
Peripheral vision,25745,Vision_p%C3%A9riph%C3%A9rique,0
Count data,15632,Donn%C3%A9es_de_comptage,0
Melbourne,120220,Melbourne,0
Myelin,35614,My%C3%A9line,0
Signs and symptoms,46017,Signe_clinique,0
Norbaeocystin,28803,Norba%C3%A9ocystine,0
"University of California, Irvine",84804,Universit%C3%A9_de_Californie_%C3%A0_Irvine,0
Medium frequency,29466,Moyenne_fr%C3%A9quence,0
Second messenger system,22139,Second_messager,0
Spirometer,27406,Spirom%C3%A8tre,0
Sickle cell disease,82958,Dr%C3%A9panocytose,0
Zoom fatigue,21975,Zoom_fatigue,0
Titanium(II) chloride,18657,Chlorure_de_titane(II),0
EPR (nuclear reactor),53086,R%C3%A9acteur_pressuris%C3%A9_europ%C3%A9en,0
Brachial artery,20584,Art%C3%A8re_brachiale,0
American Psychiatric Association,33161,Association_am%C3%A9ricaine_de_psychiatrie,0
Pythagoras,113950,Pythagore,0
Asian Brazilians,24976,Br%C3%A9siliens_asiatiques,0
Bowie State University,39552,Universit%C3%A9_Bowie_State,0
Stimulant,64998,Stimulant,0
Sleep paralysis,42375,Paralysie_du_sommeil,0
Headache,66050,C%C3%A9phal%C3%A9e,0
Formaldehyde,66717,M%C3%A9thanal,0
Pediatrics,47448,P%C3%A9diatrie,0
Pulmonology,28267,Pneumologie,0
Potassium-sparing diuretic,20419,Diur%C3%A9tique_%C3%A9pargneur_de_potassium,0
Allen Carr,27269,Allen_Carr,0
Antihypotensive agent,12419,Vasopresseur,0
Government debt,38505,Dette_publique,0
Toxin,31680,Toxine,0
Percutaneous aortic valve replacement,26287,Implantation_percutan%C3%A9e_d%27une_proth%C3%A8se_valvulaire_aortique,0
KRAS,40496,KRAS,0
Ramananda,32610,R%C3%A2m%C3%A2nanda,0
Musculoskeletal disorder,29214,Trouble_musculosquelettique,0
Dietitian,50722,Di%C3%A9t%C3%A9ticien,0
"Parow, South Africa",26029,Parow,0
Familial amyloid polyneuropathy,20423,Amylose_%C3%A0_transthyr%C3%A9tine,0
Electron affinity,25878,Affinit%C3%A9_%C3%A9lectronique,0
Ground substance,15061,Substance_fondamentale,0
Non-Hodgkin lymphoma,29484,Lymphome_non_hodgkinien,0
Carbon group,40927,Groupe_14_du_tableau_p%C3%A9riodique,0
Cofactor (biochemistry),33903,Cofacteur_(biochimie),0
Ruby,43509,Rubis,0
Taormina,42071,Taormine,0
Pellagra,41322,Pellagre,0
Riluzole,32621,Riluzole,0
Gerhard Dorn,20095,G%C3%A9rard_Dorn,0
Oribasius,19997,Oribase,0
Hypoactive sexual desire disorder,44437,Frigidit%C3%A9,0
Deep vein thrombosis,81092,Thrombose_veineuse_profonde,0
Homans sign,18636,Signe_de_Homans,0
Nafi ibn al-Harith,17835,Nafi_ibn_al-Harith,0
Middle temporal artery,17882,Art%C3%A8re_temporale_moyenne,0
Pericardium,27472,P%C3%A9ricarde,0
Eye drop,22476,Collyre,0
Capacitor,119795,Condensateur,0
Mexican cuisine,85473,Cuisine_mexicaine,0
Abscess,40021,Abc%C3%A8s,0
Good manufacturing practice,30158,Bonnes_pratiques_de_fabrication,0
Tobacco,103768,Tabac,0
Borrelia burgdorferi,33042,Borrelia_burgdorferi,0
Drinking song,21647,Chanson_%C3%A0_boire,0
Group B streptococcal infection,67266,Streptocoque_B,0
Drink,51175,Boisson,0
Depleted uranium,104570,Uranium_appauvri,0
Cochrane (organisation),26787,Cochrane_(organisation),0
Daminozide,20642,Daminozide,0
Percutaneous aortic valve replacement,26289,Implantation_percutan%C3%A9e_d%27une_proth%C3%A8se_valvulaire_aortique,0
Bevacizumab,55973,B%C3%A9vacizumab,0
Congenital generalized lipodystrophy,25353,Lipodystrophie_cong%C3%A9nitale_de_Berardinelli-Seip,0
Cervical vertebrae,31971,Vert%C3%A8bre_cervicale,0
Transcription factor,59862,Facteur_de_transcription,0
Calcium,58206,Calcium,0
Hemolymph,18829,H%C3%A9molymphe,0
Spinal decompression,15736,D%C3%A9compression_neurovert%C3%A9brale,0
Food and drink prohibitions,75335,Tabou_alimentaire,0
Heart transplantation,30973,Transplantation_cardiaque,0
Pound (mass),44825,Livre_(unit%C3%A9_de_masse),0
Ethnomedicine,23331,Ethnom%C3%A9decine,0
Blinded experiment,37567,%C3%89tude_randomis%C3%A9e_en_double_aveugle,0
Right to health,48046,Droit_%C3%A0_la_sant%C3%A9,0
Patient-controlled analgesia,18174,Analg%C3%A9sie_contr%C3%B4l%C3%A9e_par_le_patient,0
Detlev Bronk,33514,Detlev_Bronk,0
Cultural Revolution,171156,R%C3%A9volution_culturelle,0
Royal Society,71224,Royal_Society,0
Penicillamine,23366,P%C3%A9nicillamine,0
United Nations Convention Against Illicit Traffic in Narcotic Drugs and Psychotropic Substances,42510,Convention_contre_le_trafic_illicite_de_stup%C3%A9fiants_et_de_substances_psychotropes_de_1988,0
Circulatory system,101095,Syst%C3%A8me_circulatoire,0
Maraschino,26900,Marasquin,0
Contemporary Islamic philosophy,37838,Philosophie_islamique_contemporaine,0
Alcohol withdrawal syndrome,39920,Syndrome_de_sevrage_alcoolique,0
Meeting,21480,Rencontre,0
Nitrox,89462,Nitrox,0
Vaishnavism,145897,Vishnouisme,0
Hospital,64078,H%C3%B4pital,0
Ira Levin,25346,Ira_Levin,0
Coordination complex,52837,Complexe_de_coordination,0
Controlled Substances Act,66695,Controlled_Substances_Act,0
Aortic arch,24385,Crosse_de_l%27aorte,0
Phosphate,35723,Phosphate,0
Clinton Davisson,25100,Clinton_Joseph_Davisson,0
Snell's law,72221,Lois_de_Snell-Descartes,0
Menthol,61022,Menthol,0
Medicine in the medieval Islamic world,107179,M%C3%A9decine_arabe_au_Moyen_%C3%82ge,0
Bilirubin,41862,Bilirubine,0
Cancer screening,35798,D%C3%A9pistage_des_cancers_en_m%C3%A9decine_g%C3%A9n%C3%A9rale,0
Dissociation constant,37654,Constante_de_dissociation,0
Parathyroidectomy,23276,Parathyro%C3%AFdectomie,0
iPhone,119692,IPhone,0
Targeted therapy,26367,Th%C3%A9rapeutique_cibl%C3%A9e,0
Microangiopathy,21725,Microangiopathie,0
Mathematical psychology,38074,Psychologie_math%C3%A9matique,0
Embolism,26640,Embolie,0
Louis Jacques Thénard,25462,Louis_Jacques_Th%C3%A9nard,0
Leaf beetle,28804,Chrysomelidae,0
Miracle Mineral Supplement,44380,Suppl%C3%A9ment_alimentaire_min%C3%A9ral_miraculeux,0
Shapur ibn Sahl,18198,Sabur_ibn_Sahl,0
Concentration,60999,Concentration_(op%C3%A9ration_chimique),0
Bone marrow,34478,Moelle_osseuse,0
Nobel Prize in Literature,61811,Prix_Nobel_de_litt%C3%A9rature,0
4-MeO-PCP,35432,4-M%C3%A9thoxyph%C3%A9nylcyclidine,0
Everyday life,23124,Vie_quotidienne,0
Salmon,72513,Saumon,0
Torr,19596,Torr,0
Compartment syndrome,36702,Syndrome_de_loge,0
Apraxia,25234,Apraxie,0
Balinese cuisine,45331,Cuisine_balinaise,0
Otorhinolaryngology,31741,Otorhinolaryngologie,0
Boston University,114514,Universit%C3%A9_de_Boston,0
Pneumonia,76803,Pneumonie_aigu%C3%AB,0
Caraco,17714,Caraco_(v%C3%AAtement),0
University of Utah,68633,Universit%C3%A9_d%27Utah,0
Rakhshān Banietemad,42297,Rakhshan_Bani-Etemad,0
Ibn Zuhr,29665,Avenzoar,0
Germ cell tumor,25088,Tumeur_germinale,0
Glycoside,28189,H%C3%A9t%C3%A9roside,0
Cortisol,59353,Cortisol,0
Système universitaire de documentation,12189,Syst%C3%A8me_universitaire_de_documentation,0
Diplomonad,18052,Diplomonadida,0
Sonoluminescence,33163,Sonoluminescence,0
Legionella pneumophila,30547,Legionella_pneumophila,0
Carbohydrate,49731,Glucide,0
Rheumatic fever,44230,Rhumatisme_articulaire_aigu,0
Design of experiments,56023,Plan_d%27exp%C3%A9riences,0
CLCN1,23457,CLCN1,0
Épaulard,49885,%C3%89paulard_(sous-marin),0
Sirtuin 2,32497,Sirtuine_2,0
Acetone,59153,Ac%C3%A9tone,0
Edema,37208,%C5%92d%C3%A8me,0
Chondroitin sulfate,33963,Sulfate_de_chondro%C3%AFtine,0
Civitas (think tank),16228,Civitas_(think_tank),0
Build–operate–transfer,26158,Build-operate-transfer,0
