source,wiki_sanity_source,target,wiki_sanity_target
Left ventricular hypertrophy,21339,Linkerventrikelhypertrofie,0
Charles Best (medical scientist),29396,Charles_Best,0
Giordano Bruno,76258,Giordano_Bruno,0
Philosophy of chemistry,33359,Filosofie_van_de_chemie,0
Melanoma,84367,Melanoom,0
Alexandria,93766,Alexandri%C3%AB,0
Hiccup,30190,Hik,0
Medication,62413,Geneesmiddel,0
Paroxysmal nocturnal hemoglobinuria,30545,Paroxismale_nachtelijke_hemoglobinurie,0
Chandra X-ray Observatory,43980,Chandra_X-ray_Observatory,0
Aluminium monohydroxide,20040,Aluminium(I)hydroxide,0
Abu Bakr al-Razi,87092,Rasis,0
Cryptosporidium,31169,Cryptosporidium,0
Chromosome 18,25368,Chromosoom_18,0
Canadian wine,30391,Wijnbouw_in_Canada,0
Ankara,110490,Ankara,0
Night monkey,47219,Nachtaapjes,0
Font,40600,Lettertype,0
Grappa,27567,Grappa_(drank),0
Stem cell,66969,Stamcel,0
PubChem,19315,PubChem,0
Saul Perlmutter,36804,Saul_Perlmutter,0
Dextran,24052,Dextraan,0
Nonprofit organization,39085,Non-profit,0
Glycoside,26656,Glycoside,0
Athlete,21441,Sporter,0
Polio,75941,Poliomyelitis,0
Stem-cell therapy,53098,Stamceltherapie,0
List of national public health agencies,20740,Lijst_van_nationale_volksgezondheidsinstituten,0
Piperidine,21005,Piperidine,0
Tetraodontidae,30480,Kogelvissen,0
Gastric bypass surgery,60416,Gastric_bypass,0
Sensu,20374,Sensu,0
Calcium carbide,25989,Calciumcarbide,0
Fixed drug reaction,16081,Fixed_drug_eruption,0
Calcium channel blocker,42371,Calciumantagonisten,0
Methane,56298,Methaan,0
Paracelsus,76368,Paracelsus,0
Juan Carreño de Miranda,17482,Juan_Carre%C3%B1o_de_Miranda,0
Ottoman–Venetian wars,11157,Ottomaans-Venetiaanse_oorlogen,0
Nicolaes Tulp,23968,Nicolaes_Tulp,0
Atrium (heart),27246,Atrium_(hart),0
Hunter syndrome,30468,Syndroom_van_Hunter,0
Honey,84289,Honing,0
Transit-oriented development,54539,Transit-oriented_development,0
Venae cavae,16461,Holle_ader,0
Maintenance (technical),30489,Onderhoud,0
Information retrieval,36617,Information_retrieval,0
Aluminium monochloride,24030,Aluminium(I)chloride,0
Abdominal cavity,19979,Buikholte,0
Pre-exposure prophylaxis,48994,PrEP,0
Glycolysis,76372,Glycolyse,0
Generation,47373,Generatie_(sociologie),0
Inflammation,70597,Ontsteking_(geneeskunde),0
Heat pipe,59413,Heat_pipe,0
Abbas Kiarostami,82478,Abbas_Kiarostami,0
Foreskin,31806,Voorhuid,0
Low-density lipoprotein,43950,Lagedichtheidlipoprote%C3%AFne,0
Antihypertensive drug,40679,Antihypertensiva,0
Monoamine oxidase inhibitor,53661,Monoamino-oxidaseremmers,0
Port of Shanghai,22360,Haven_van_Shanghai,0
Zika virus,43947,Zikavirus,0
Generalized anxiety disorder,67477,Gegeneraliseerde_angststoornis,0
De Quervain's thyroiditis,18545,Subacute_granulomateuze_thyreo%C3%AFditis,0
Pfizer–BioNTech COVID-19 vaccine,112450,Tozinameran,0
Ligand (biochemistry),29147,Ligand_(biochemie),0
Phenol,41301,Fenol,0
Astringent,12377,Adstringentia,0
Aquaporin,35031,Aquaporine,0
Nuclear power in China,57594,Kernenergie_in_China,0
Encephalitis,29881,Hersenontsteking,0
Medicinal plants,49299,Medicinale_plant,0
Hospital-acquired infection,49627,Ziekenhuisinfectie,0
Astrochemistry,42131,Astrochemie,0
Mental disorder,110202,Psychische_aandoening,0
"Macon County, Alabama",28726,Macon_County_(Alabama),0
Therapy,39434,Therapie,0
Bone,77329,Bot_(anatomie),0
John Gurdon,32431,John_Gurdon,0
Tap (valve),28024,Kraan_(regelaar),0
Lichen planus,55976,Lichen_planus,0
Agar,34426,Agaragar,0
Warfarin,63213,Warfarine,0
Optometry,59433,Optometrie,0
Soma (biology),18214,Perikaryon,0
Nerve,42357,Zenuw,0
Dextran,24189,Dextraan,0
Tetraplegia,35684,Tetraplegie,0
Artificial intelligence,175186,Kunstmatige_intelligentie,0
SERCA,17042,SERCA,0
Doppler effect,42647,Dopplereffect,0
Mass,73737,Massa_(natuurkunde),0
Greco-Persian Wars,102353,Perzische_Oorlogen,0
Rad (unit),23366,Rad_(straling),0
Stress testing,24601,Stresstest,0
Sherry,47160,Sherry,0
Direct current,31790,Gelijkstroom,0
Panic attack,39981,Paniekaanval,0
Quercetin,42564,Quercetine,0
Gauge theory,66560,IJktheorie,0
Empiricism,82445,Empirisme,0
Taoism,102079,Tao%C3%AFsme,0
Chills,16567,Koude_rilling,0
Mediastinoscopy,17318,Mediastinoscopie,0
Charles Glover Barkla,24138,Charles_Glover_Barkla,0
Hypothalamus,45968,Hypothalamus,0
Placenta,37587,Placenta,0
Cellulitis,36223,Cellulitis_(medisch),0
Heat transfer,57297,Warmteoverdracht,0
Axolotl,34225,Axolotl,0
Emir,21264,Emir,0
Aspartate transaminase,34472,Aspartaat-aminotransferase,0
Lucian,82025,Lucianus_van_Samosata,0
Recreational diving,94919,Duiksport,0
Middle Platonism,30702,Middenplatonisme,0
Herbert Spencer,94028,Herbert_Spencer,0
Critolaus,21311,Kritolaos,0
Mediastinum,25785,Mediastinum,0
Investigative journalism,34765,Onderzoeksjournalistiek,0
Ephor,25386,Eforen,0
Electronvolt,29185,Elektronvolt,0
Alan Archibald Campbell-Swinton,20065,Alan_Archibald_Campbell_Swinton,0
Caduceus,45953,Caduceus,0
Tsung-Dao Lee,51603,Tsung-Dao_Lee,0
Ergine,70707,Ergine,0
Laryngeal cancer,27440,Strottenhoofdkanker,0
Cell (biology),57005,Cel_(biologie),0
4-Methylthioamphetamine,35835,4-methylthioamfetamine,0
Carbasalate calcium,25720,Carbasalaatcalcium,0
Alpha helix,44707,Alfa-helix,0
Manne Siegbahn,24472,Manne_Siegbahn,0
Sacrum,32405,Heiligbeen,0
Aortic regurgitation,31162,Aorta-insuffici%C3%ABntie,0
Soft drink,51535,Frisdrank,0
Tu Youyou,35616,Youyou_Tu,0
Stimulant,65620,Stimulantia,0
Cognitive behavioral therapy,86441,Cognitieve_gedragstherapie,0
Intermittent claudication,21681,Etalagebenen,0
Extracorporeal shockwave therapy,18018,Extracorporele_schokgolfbehandeling,0
Erechtheion,41319,Erechtheion,0
Al-Biruni,73790,Al-Biruni,0
Particle-induced X-ray emission,15957,PIXE,0
Gastric bypass surgery,60580,Gastric_bypass,0
Galvanic cell,33739,Galvanisch_element,0
Executive functions,58075,Executieve_functie,0
Strychnine,49921,Strychnine,0
Iron(II) oxide,28934,IJzer(II)oxide,0
Systematic review,60678,Literatuuronderzoek,0
Rumford Medal,35598,Rumford_Medal,0
Cetacea,102079,Walvisachtigen,0
Sushruta,22715,Sushruta,0
Isoleucine,22407,Isoleucine,0
Lithium chloride,26160,Lithiumchloride,0
Crystal healing,38481,Kristaltherapie,0
Herbicide,77870,Herbicide,0
Dicobalt octacarbonyl,29179,Dikobaltoctacarbonyl,0
Medicine,82808,Geneeskunde,0
Date palm,39729,Dadelpalm,0
Graphite,53363,Grafiet,0
Tang dynasty,158877,Tang-dynastie,0
Hives,48167,Netelroos,0
Disability-adjusted life year,38176,Disability-adjusted_life_years,0
Light-water reactor,36195,Lichtwaterreactor,0
Meta-analysis,79383,Meta-analyse,0
Transudate,15321,Transsudaat,0
Cobalt,69164,Kobalt,0
Hospital,62625,Ziekenhuis,0
Metabolic equivalent of task,21673,MET-waarde,0
Food and Drug Administration,89267,Food_and_Drug_Administration,0
Intracerebral hemorrhage,27247,Intracerebraal_hematoom,0
Turbidity,71854,Troebelheid,0
Ushas,32712,Ushas,0
Mental chronometry,74217,Mentale_chronometrie,0
Menopause,70408,Menopauze,0
Sighthound,27872,Windhond,0
Grey matter,26832,Grijze_stof,0
RNA world,61268,RNA-wereld,0
Accuracy and precision,34746,Nauwkeurigheid,0
Calcitonin,39213,Calcitonine,0
Solution (chemistry),65889,Oplossing_(scheikunde),0
Woodcut,39885,Houtsnede,0
Federal Bureau of Investigation,108715,Federal_Bureau_of_Investigation,0
Peripheral neuropathy,55745,Neuropathie,0
Antiplatelet drug,28122,Trombocytenaggregatieremmers,0
Enzyme,67655,Enzym,0
Japanese cuisine,88464,Japanse_keuken,0
Vaccine hesitancy,139496,Vaccinatieweigering,0
Edema,34804,Oedeem,0
Taormina,40637,Taormina,0
Emergency department,54363,Spoedeisende_hulp,0
Genetic testing,48131,DNA-onderzoek,0
Embryology,59608,Embryologie,0
Sarcomere,24871,Sarcomeer,0
Vasa vasorum,20043,Vasa_vasorum,0
Cerebrum,31375,Grote_hersenen,0
Clove,33861,Kruidnagel,0
Ethylene,41800,Etheen,0
Antiplatelet drug,27836,Trombocytenaggregatieremmers,0
Local anesthetic,57948,Lokale_anesthetica,0
Miller–Urey experiment,37342,Miller-Urey-experiment,0
Professional association,16010,Beroepsorganisatie,0
Germany,109564,Duitsland,0
Emergency department,54325,Spoedeisende_hulp,0
ACE inhibitor,48533,ACE-remmers,0
Solon,67823,Solon_van_Athene,0
Pericardium,25968,Pericard,0
Jerome Isaac Friedman,27204,Jerome_Friedman,0
Lycurgus (lawgiver),43541,Lycurgus_(wetgever),0
Cigarette,89277,Sigaret,0
Parkinsonism,23417,Parkinsonisme,0
Ehlers–Danlos syndromes,70909,Syndroom_van_Ehlers-Danlos,0
Polysomnography,40752,Polysomnografie,0
Clinical trial,86371,Klinisch_onderzoek,0
Multifidus muscle,20647,Musculus_multifidus,0
Christian Rosenkreuz,23505,Christian_Rosenkreuz,0
House of Wisdom,55687,Huis_der_Wijsheid,0
Adenoma,24723,Adenoom,0
Dipeptidyl peptidase-4 inhibitor,21726,DPP-4-remmers,0
Monoclonal gammopathy,20885,Monoklonale_gammopathie,0
Electronic cigarette,114758,E-sigaret,0
Statin,62557,Statine,0
Abu Bakr al-Razi,86904,Rasis,0
Horst Ludwig Störmer,23947,Horst_Ludwig_St%C3%B6rmer,0
Prednisone,41513,Prednison,0
Mastocytosis,32658,Mastocytose,0
Russia,135091,Rusland,0
Pixel,35932,Pixel,0
Neuroleptic malignant syndrome,31424,Maligne_neurolepticasyndroom,0
Exponential family,135000,Exponenti%C3%ABle_familie,0
Cholecystokinin,33474,Cholecystokinine,0
Tea,69739,Thee_(drank),0
Generic drug,35878,Generiek_geneesmiddel,0
Robert Ballard,86113,Robert_Ballard,0
Atopic dermatitis,38722,Constitutioneel_eczeem,0
Inflammation,70597,Ontsteking_(geneeskunde),0
Sacroiliac joint,27304,SI-gewricht,0
Antioxidant,51173,Antioxidant,0
Śrauta,39609,Shrauta,0
Reducing agent,24171,Reductor,0
Commandaria,25113,Commandaria,0
BN-800 reactor,22094,BN-800-reactor,0
University of Strasbourg,33843,Universiteit_van_Straatsburg,0
Social isolation,39273,Sociaal_isolement,0
Lead glass,39142,Kristal_(glas),0
Klaus Hasselmann,34979,Klaus_Hasselmann,0
Aortic regurgitation,31174,Aorta-insuffici%C3%ABntie,0
Piroxicam,29695,Piroxicam,0
Organic compound,31506,Organische_verbinding,0
Cardioversion,23483,Cardioversie,0
Sándor Ferenczi,36930,S%C3%A1ndor_Ferenczi,0
European Environment Agency,29701,Europees_Milieuagentschap,0
Pimozide,55896,Pimozide,0
Scientific skepticism,47313,Wetenschappelijk_scepticisme,0
Stationary process,42190,Stationair_proces,0
X-ray crystallography,118879,R%C3%B6ntgenkristallografie,0
Henoch–Schönlein purpura,31156,Purpura_van_Henoch-Sch%C3%B6nlein,0
Tincture,19315,Tinctuur_(oplossing),0
Pinocytosis,18682,Pinocytose,0
Deviance (sociology),59765,Deviant_gedrag,0
Proceedings of the National Academy of Sciences of the United States of America,17532,Proceedings_of_the_National_Academy_of_Sciences,0
Compassion,56451,Medelijden,0
Central limit theorem,80094,Centrale_limietstelling,0
Detonation,19024,Detonatie,0
Atypical antipsychotic,82195,Atypisch_antipsychoticum,0
Circle of Willis,22043,Cirkel_van_Willis,0
Pulmonary pleurae,28970,Pleura,0
Moore's law,66241,Wet_van_Moore,0
openEHR,24053,OpenEHR,0
Philosophy of mind,98972,Filosofie_van_de_geest,0
Critical thinking,57984,Kritisch_denken,0
Wine bar,16409,Bodega,0
Anesthetic,31669,Anesthetica,0
Botany,134166,Plantkunde,0
Virgil,65385,Vergilius,0
Soil,123152,Bodem,0
The American Journal of Cardiology,14144,The_American_Journal_of_Cardiology,0
Refractory period (physiology),20173,Refractaire_periode,0
Thomas Aquinas,151578,Thomas_van_Aquino,0
Compliance (physiology),19508,Compliantie,0
Blood alcohol content,48857,Alcoholpromillage,0
Thermoplastic,31970,Thermoplast,0
Health,51692,Gezondheid,0
Elize Ryd,28657,Elize_Ryd,0
Underwater archaeology,74125,Onderwaterarcheologie,0
Freedom,23834,Vrijheid_(filosofie),0
Pulse pressure,24702,Polsdruk,0
German Renaissance,42371,Duitse_renaissance,0
Vulva,71831,Vulva,0
Neurotransmitter,71709,Neurotransmitters,0
Vasodilation,35532,Vasodilatatie,0
Cotard delusion,23853,Syndroom_van_Cotard,0
University at Buffalo,79861,"University_at_Buffalo,_The_State_University_of_New_York",0
Sinus tachycardia,22886,Sinustachycardie,0
Penetrating head injury,20656,Penetrerend_hoofdletsel,0
Anterior cerebral artery,22597,Arteria_cerebri_anterior,0
Robert Louis Stevenson,95844,Robert_Louis_Stevenson,0
Glycosidic bond,27985,Glycosidische_binding,0
Aortic dissection,55835,Aortadissectie,0
Isidor Isaac Rabi,71163,Isidor_Isaac_Rabi,0
Mahavatar Babaji,50345,Mahavatar_Babaji,0
Small-cell carcinoma,38363,Kleincellig_carcinoom,0
Stellarator,69620,Stellarator,0
Iloprost,35745,Iloprost,0
CANDU reactor,70857,CANDU-reactor,0
Protamine,23427,Protamine,0
Perpetual motion,48075,Perpetuum_mobile,0
Extracellular fluid,33283,Extracellulaire_vloeistof,0
Madrasa,134652,Madrassa,0
Reflexology,29996,Reflexologie,0
Seizure,47219,Insult,0
Xanthine,34399,Xanthine,0
Pulmonary embolism,59649,Longembolie,0
Nephron,35524,Nefron,0
Melasma,33084,Melasma,0
Rain,73907,Regen_(neerslag),0
Abbott Laboratories,48832,Abbott_Laboratories,0
Ecclesia (ancient Greece),26604,Ekkl%C3%A8sia,0
Homelessness,144343,Dakloosheid,0
Primary immunodeficiency,25434,Primaire_immuundefici%C3%ABntie,0
South Africa,133351,Zuid-Afrika,0
Square metre,14399,Vierkante_meter,0
Charvaka,65702,Charvaka,0
Bleeding diathesis,22646,Versterkte_bloedingsneiging,0
Scale parameter,25543,Schaalparameter,0
Creatine kinase,31212,Creatinekinase,0
Coronary artery disease,50351,Ischemische_hartklachten,0
Hamster wheel,18693,Loopwiel,0
Humber Bridge,37746,Humber_Bridge,0
Methamphetamine,101665,Methamfetamine,0
Infant,43936,Baby,0
Palladium(II) chloride,21935,Palladium(II)chloride,0
Oxindole,13764,Oxindool,0
Randomness,50186,Toeval,0
Cape Province,25395,Kaapprovincie,0
Skin infection,25846,Huidinfectie,0
Diver communications,98931,Duiksignaal,0
Asclepeion,22606,Asklepieion,0
Manual therapy,27494,Manuele_therapie,0
Angelo Mariani (chemist),15195,Angelo_Mariani,0
Tunica intima,19827,Tunica_intima,0
Euphoria,39173,Euforie,0
Substrate (chemistry),18103,Substraat_(biochemie),0
Common hepatic artery,16132,Leverslagader,0
BBC,132862,British_Broadcasting_Corporation,0
Pathologic fracture,19314,Pathologische_fractuur,0
Western Asia,51763,Zuidwest-Azi%C3%AB,0
Biomarker,30069,Biomarker,0
Moving average,58826,Voortschrijdend_gemiddelde,0
Gilbert (unit),12144,Gilbert_(eenheid),0
Medical history,27587,Anamnese_(medisch),0
Brahmacharya,53528,Brahmacharya,0
Fugen Nuclear Power Plant,20960,Kernenergiecentrale_Fugen,0
Vladimir Demikhov,27666,Vladimir_Demichov,0
Aminoglycoside,27638,Aminoglycosiden,0
Qazvin,66086,Qazvin,0
Range (statistics),25942,Spreidingsbreedte,0
Xenopus,36215,Klauwkikkers,0
Switzerland,140200,Zwitserland,0
Dutasteride,40677,Dutasteride,0
Brain tumor,63985,Hersentumor,0
Geography,62754,Aardrijkskunde,0
CSL Limited,37355,CSL_Limited,0
Audition,43173,Auditie,0
Pulmonary consolidation,19392,Consolidatie_(geneeskunde),0
Arak (drink),27860,Arak_(Nabije_Oosten),0
Galvanometer,38338,Galvanometer,0
Protein isoform,22470,Prote%C3%AFne-isovorm,0
Radar chart,43557,Radardiagram,0
Ebers Papyrus,21190,Papyrus_Ebers,0
Pleural effusion,36762,Pleuravocht,0
Futon,29556,Futon,0
Diagnosis of HIV/AIDS,49271,Hiv-antistoffen,0
Wildlife,38502,Wildlife_(natuur),0
Substance intoxication,18678,High_(toestand),0
Lung,76057,Long_(orgaan),0
Urbanization,76950,Verstedelijking,0
Periodontal disease,63922,Parodontitis,0
Gynecomastia,40835,Gynaecomastie,0
Hermetica,61814,Hermetica,0
Pavel Cherenkov,23748,Pavel_Tsjerenkov,0
Placenta praevia,30533,Placenta_praevia,0
Molybdenum tetrachloride,18730,Molybdeen(IV)chloride,0
Glucose tolerance test,23378,Orale_glucosetolerantietest,0
Docetaxel,50240,Docetaxel,0
Humorism,42268,Humores,0
Italian wine,52702,Wijnbouw_in_Itali%C3%AB,0
Stethoscope,36508,Stethoscoop,0
Turing completeness,31540,Turingvolledigheid,0
Polymorphism (materials science),26870,Polymorf_(kristallografie),0
Muscle cell,39012,Spiercel,0
Kalam,43749,Kalam_(islam),0
Leiden University,42688,Universiteit_Leiden,0
Ceruloplasmin,31962,Ceruloplasmine,0
Warming up,17135,Opwarmen_(sport),0
Johannes Stark,33559,Johannes_Stark,0
Apoptosis,72761,Apoptose,0
Luigi Galvani,32024,Luigi_Galvani,0
Plasmodium malariae,36286,Plasmodium_malariae,0
Foramen of Panizza,15592,Opening_van_Panizza,0
Sulfanilamide,21751,Sulfapreparaat,0
Répertoire International des Sources Musicales,32396,R%C3%A9pertoire_International_des_Sources_Musicales,0
Ann Arbor staging,16284,Ann_Arbor-stadi%C3%ABring,0
History of evolutionary thought,139076,Geschiedenis_van_de_evolutietheorie,0
Pediatrics,44996,Pediatrie,0
Fibrocartilage,18223,Fibreus_kraakbeen,0
Sodium carbonate,42014,Natriumcarbonaat,0
Svādhyāya,40728,Svadhyaya,0
Gabapentin,57420,Gabapentine,0
Baghdad,86645,Bagdad,0
Fatty liver disease,35375,Leververvetting,0
Apeldoorn,41656,Apeldoorn_(gemeente),0
Sexual intercourse,87280,Geslachtsgemeenschap,0
Grading in education,29045,Schoolcijfer,0
Merkel cell polyomavirus,30770,Merkelcelpolyomavirus,0
Carpenter syndrome,26066,Syndroom_van_Carpenter,0
Petalite,19195,Petaliet,0
Jennifer Doudna,65343,Jennifer_Doudna,0
Carbon disulfide,31112,Koolstofdisulfide,0
MathWorld,16650,MathWorld,0
AP1000,43756,AP1000-reactor,0
New Jersey,140463,New_Jersey,0
Marine Biological Laboratory,40560,Marine_Biological_Laboratory,0
Damascus,110648,Damascus,0
Procymidone,23287,Procymidon,0
Biotite,25731,Biotiet,0
Defecation,34135,Defecatie,0
Spline (mathematics),38691,Spline,0
Gold standard (test),25306,Gouden_standaard_(geneeskunde),0
Indigenous peoples of the Americas,132415,Indianen,0
Mitosis,49573,Mitose,0
Plasticity (physics),42629,Plasticiteit_(materiaalkunde),0
David Hilbert,56607,David_Hilbert,0
Fungus,108997,Schimmels,0
Late-onset hypogonadism,27177,Penopauze,0
Médecins Sans Frontières,89387,Artsen_zonder_Grenzen,0
Benzodiazepine,104638,Benzodiazepine,0
Heracles,98105,Herakles_(mythologie),0
Premature heart beat,15396,Extrasystole,0
Intracranial hemorrhage,40693,Hersenbloeding,0
Serena Auñón-Chancellor,57288,Serena_Au%C3%B1%C3%B3n,0
Monomethylhydrazine,17969,Methylhydrazine,0
Legg–Calvé–Perthes disease,33093,Ziekte_van_Legg-Calv%C3%A9-Perthes,0
Isotopes of cobalt,27100,Isotopen_van_kobalt,0
Refeeding syndrome,23079,Hervoedingssyndroom,0
Old English,89097,Oudengels,0
Syndactyly,20279,Syndactylie,0
Teetotalism,35688,Geheelonthouding,0
Polycythemia,26375,Polycythemie,0
Protein structure,35858,Eiwitstructuur,0
Ephesus,76270,Efeze,0
Ovary,40212,Eierstok,0
Vedas,94914,Veda%27s,0
Graphene,207740,Grafeen,0
Horn of Africa,60199,Hoorn_van_Afrika,0
Salvia divinorum,113854,Salvia_divinorum,0
Feodor Lynen,25009,Feodor_Felix_Konrad_Lynen,0
Oliver Smithies,31219,Oliver_Smithies,0
Nootropic,34368,Smart_drug,0
Postage stamp,59261,Postzegel,0
Meta-analysis,79171,Meta-analyse,0
Prolonged exposure therapy,22876,Imaginaire_exposure,0
Pelvic organ prolapse,20987,Genitale_prolaps,0
Neurosis,26547,Neurose,0
Nurse anesthetist,21641,Anesthesiemedewerker,0
CRISPR,73910,CRISPR,0
Thrombin,60734,Trombine,0
Levetiracetam,29324,Levetiracetam,0
Welding,71080,Lassen,0
Primary ovarian insufficiency,35116,Prematuur_ovarieel_falen,0
Pulmonary heart disease,25766,Cor_pulmonale,0
Hypocalcemia,24558,Hypocalci%C3%ABmie,0
Triphenylphosphine,25185,Trifenylfosfine,0
Inferior phrenic arteries,20705,Arteria_phrenica_inferior,0
Aging of wine,38705,Lageren,0
Stridor,19332,Stridor,0
Pessimism,61935,Pessimisme,0
Patient safety,88525,Pati%C3%ABntveiligheid,0
Lithium carbonate,33612,Lithiumcarbonaat,0
Chocolate,75703,Chocolade,0
Cypermethrin,24849,Cypermetrine,0
Zolpidem,52827,Zolpidem,0
Application software,26578,Applicatie,0
Cardiac arrest (disambiguation),9837,Cardiac_Arrest,0
Stage fright,19914,Plankenkoorts,0
Rheumatic fever,44112,Acuut_reuma,0
Antony Hewish,28036,Antony_Hewish,0
Taste,69013,Smaakzin,0
2012 phenomenon,106419,2012-fenomeen,0
Microsoft,98898,Microsoft,0
Griffith's experiment,19741,Experiment_van_Griffith,0
Blue,109836,Blauw_(kleur),0
Jean Buridan,34041,Johannes_Buridanus,0
Epidural hematoma,26085,Epidurale_bloeding,0
List of smoking bans,137884,Lijst_van_rookverboden_naar_land,0
Stomach rumble,21081,Borborygme,0
Chondrichthyes,47505,Kraakbeenvissen,0
Misoprostol,47978,Misoprostol,0
Ramlila,52270,Ramlila,0
Glufosinate,24454,Glufosinaat,0
Atmosphere of Earth,60858,Aardatmosfeer,0
Kidney,55024,Nier_(biologie),0
Partial function,27510,Parti%C3%ABle_functie,0
Acute abdomen,19894,Acute_buik,0
Furazolidone,25200,Furazolidon,0
Inotrope,18492,Inotropie,0
Affect (psychology),56884,Affect,0
Robert Graves,57940,Robert_Graves,0
Artificial insemination,56097,Kunstmatige_inseminatie_bij_de_mens,0
Dover Publications,19875,Dover_Publications,0
Dactylic hexameter,60076,Dactylische_hexameter,0
Water softening,29098,Waterontharder,0
Robust regression,42198,Robuuste_regressie,0
Troponin,30301,Troponine,0
Potassium bifluoride,20459,Kaliumbifluoride,0
Silicon dioxide,56485,Siliciumdioxide,0
French catheter scale,12778,Charri%C3%A8re,0
Circulatory system,98401,Hart_en_vaatstelsel,0
Autopsy,47841,Autopsie,0
Crotone,37957,Crotone_(stad),0
Brill Publishers,25648,Koninklijke_Brill_NV,0
Acute myeloid leukemia,56070,Acute_myelo%C3%AFde_leukemie,0
Electrocardiography,76596,Elektrocardiogram,0
Hyperbaric welding,55983,Onderwaterlassen,0
Hyphema,25347,Hyfeem,0
Mutation,77928,Mutatie_(biologie),0
Orujo,21004,Orujo,0
Shiva,128098,Shiva,0
Gottfried Wilhelm Leibniz,152386,Gottfried_Wilhelm_Leibniz,0
Melasma,33221,Melasma,0
Clonidine,45968,Clonidine,0
Ligament,28478,Ligament_(anatomie),0
Chemical engineering,40181,Chemische_technologie,0
Ventricle (heart),30714,Ventrikel_(hart),0
Mashing,25430,Maischen,0
Human skin,46603,Huid_(mens),0
Computer security,112212,Computerbeveiliging,0
Giardia duodenalis,29876,Giardia_lamblia,0
Edward Mills Purcell,29604,Edward_Mills_Purcell,0
Patch clamp,32769,Patch-clamptechniek,0
Mantra,90425,Mantra,0
Ancient Greek law,35562,Oud-Grieks_recht,0
Lecce,36198,Lecce_(stad),0
Sparta,96177,Sparta_(Griekenland),0
Renal vein,19821,Nierader,0
Alchornea,17858,Alchornea,0
Alasdair MacIntyre,59535,Alasdair_MacIntyre,0
Glucuronidation,13533,Glucuronidering,0
Volunteering,48767,Vrijwilligerswerk,0
Thallium(I) chloride,19706,Thallium(I)chloride,0
American English,86545,Amerikaans-Engels,0
Bupropion,86265,Bupropion,0
Diving mask,69407,Duikbril,0
Volume contraction,18097,Volumecontractie,0
Flowchart,28077,Stroomdiagram,0
ETH Zurich,53520,Eidgen%C3%B6ssische_Technische_Hochschule_Z%C3%BCrich,0
Platelet,62958,Bloedplaatje,0
Naples,131302,Napels_(stad),0
Beerse,20067,Beerse,0
Protein primary structure,35234,Primaire_structuur_(eiwitten),0
Alcuronium chloride,24169,Alcuroniumchloride,0
Internal combustion engine,106938,Verbrandingsmotor,0
Ester,36472,Ester_(scheikunde),0
Family medicine,47342,Huisartsgeneeskunde,0
Risk factor,16877,Risicofactor,0
ChemComm,18263,Chemical_Communications,0
Endocrine disease,22496,Endocriene_ziekte,0
Echocardiography,39743,Echocardiografie,0
Addison's disease,38245,Ziekte_van_Addison,0
Circadian rhythm sleep disorder,31611,Circadianeritmestoornis,0
UNGG reactor,18984,UNGG-reactor,0
Clifford Shull,27643,Clifford_Shull,0
Diving equipment,80706,Duikuitrusting,0
Cobalt(II) acetate,18759,Kobalt(II)acetaat,0
Coarctation of the aorta,31459,Coarctatio_aortae,0
Cardiomyopathy,26231,Cardiomyopathie,0
Gran Chaco,37790,Gran_Chaco,0
Vaccination,75906,Inenting,0
Crystal structure,52567,Kristalstructuur,0
Coronary circulation,28807,Coronaire_bloedsomloop,0
Brahmana,60560,Brahmana_(geschrift),0
Sacrum,32391,Heiligbeen,0
Soundscape,34571,Geluidslandschap,0
Zoological Society of London,26209,Zoological_Society_of_London,0
Athanor,12389,Athanor,0
Quantitative trait locus,34338,Kwantitatieve_vererving,0
Consumer organization,30014,Consumentenorganisatie,0
X-ray (disambiguation),11561,X-ray,0
Therapy,39440,Therapie,0
5α-Reductase,36450,5-alfa-reductase,0
Crohn's disease,94710,Ziekte_van_Crohn,0
Fatigue,31334,Fatigue,0
Clifford algebra,78006,Clifford-algebra,0
Theory of planned behavior,40154,Theorie_van_gepland_gedrag,0
Orchitis,18693,Orchitis,0
Rakhshān Banietemad,40727,Rakhshan_Bani-Etemad,0
Recombinant DNA,36348,Recombinant_DNA,0
Antifungal,28408,Antimycoticum,0
Profiling (computer programming),28574,Profiler,0
Gap junction,42686,Gap_junction,0
Oral medicine,33319,Kaakchirurgie,0
Uranium,91827,Uranium,0
Carl Wieman,29499,Carl_Wieman,0
Heracleum persicum,18785,Perzische_berenklauw,0
Glucuronic acid,26529,Glucuronzuur,0
Kapila,59784,Kapila,0
Kleine–Levin syndrome,34438,Syndroom_van_Kleine-Levin,0
Uniklinikum Aachen,19017,Universitair_Ziekenhuis_Aken,0
Research and development,30491,Onderzoek_en_Ontwikkeling,0
Connective tissue,24816,Bindweefsel,0
Yoshinori Ohsumi,38193,Yoshinori_Osumi,0
Swiss wine,21781,Wijnbouw_in_Zwitserland,0
Drug test,62986,Drugstest,0
Organosodium chemistry,19630,Organonatriumchemie,0
Physical examination,34532,Lichamelijk_onderzoek,0
Pulmonary vein,20732,Longader,0
Johann Rudolf Glauber,28782,Johann_Rudolph_Glauber,0
Enrico Fermi,100556,Enrico_Fermi,0
VO2 max,22361,VO2max,0
