source,wiki_sanity_source,target,wiki_sanity_target
Subspecies,24176,Sous-esp%C3%A8ce,0
Differential equation,45023,%C3%89quation_diff%C3%A9rentielle,0
Celiac artery,26093,Tronc_c%C5%93liaque,0
George Washington,219760,George_Washington,0
Microscope,46139,Microscope,0
Advocacy,23397,Plaidoyer_(politique),0
Symptomatic treatment,12131,Soins_de_soutien,0
Delian League,47650,Ligue_de_D%C3%A9los,0
List of kings of Athens,24837,Liste_des_rois_d%27Ath%C3%A8nes,0
Speech–language pathology,45478,Orthophonie,0
Green tea,56423,Th%C3%A9_vert,0
Operating theater,27462,Salle_d%27op%C3%A9ration,0
Teratology,32158,T%C3%A9ratologie,0
Baculum,22560,Baculum,0
Peroxisome proliferator-activated receptor alpha,41225,R%C3%A9cepteur_alpha_activ%C3%A9_par_les_prolif%C3%A9rateurs_de_peroxysomes,0
Caesarean section,75768,C%C3%A9sarienne,0
Controlled Drugs and Substances Act,64463,Loi_r%C3%A9glementant_certaines_drogues_et_autres_substances,0
Glottis,19419,Glotte,0
Homophobia,78254,Homophobie,0
Confocal microscopy,48166,Microscope_confocal,0
Arabic name,45189,Noms_de_personnes_en_arabe,0
Grandiose delusions,26893,M%C3%A9galomanie,0
DiGeorge syndrome,43415,Syndrome_de_d%C3%A9l%C3%A9tion_22q11.2,0
Longevity myths,53133,Mythe_de_long%C3%A9vit%C3%A9,0
Whistle,23716,Sifflet,0
Cardiac surgery,35415,Chirurgie_cardiaque,0
Clinician,12026,Clinicien,0
Barotrauma,86122,Barotraumatisme,0
Magnetostriction,22558,Magn%C3%A9tostriction,0
Crookes tube,35046,Tube_de_Crookes,0
Baghdad,89566,Bagdad,0
Attar of Nishapur,48755,Farid_al-Din_Attar,0
Diabetes medication,48459,Antidiab%C3%A9tique,0
4-Fluoromethamphetamine,34862,4-Fluorom%C3%A9thamph%C3%A9tamine,0
Infrared,63563,Infrarouge,0
Human coronavirus NL63,22731,Coronavirus_humain_NL63,0
Cochrane (organisation),26781,Cochrane_(organisation),0
Asymmetric carbon,10990,Carbone_asym%C3%A9trique,0
Kansas,121870,Kansas,0
Anatomical terms of location,52309,Syst%C3%A8me_de_r%C3%A9f%C3%A9rence_en_anatomie,0
Broad-spectrum antibiotic,14123,Antibiotique_%C3%A0_large_spectre,0
Podalirius,21338,Podalire,0
"3,4-Methylenedioxyamphetamine",68764,"3,4-M%C3%A9thyl%C3%A8nedioxyamph%C3%A9tamine",0
Moment (mathematics),40449,Moment_(probabilit%C3%A9s),0
DNA profiling,66241,Empreinte_g%C3%A9n%C3%A9tique,0
Osteochondrosis,22834,Ost%C3%A9ochondrite,0
Amyloid,42711,Substance_amylo%C3%AFde,0
Fetal distress,20757,Souffrance_f%C5%93tale,0
Hagen–Poiseuille equation,53257,%C3%89coulement_de_Poiseuille,0
Contraindication,13146,Contre-indication,0
Church–Turing thesis,59325,Th%C3%A8se_de_Church,0
Jöns Jacob Berzelius,50159,J%C3%B6ns_Jacob_Berzelius,0
Exoplanet,76892,Exoplan%C3%A8te,0
Hamiltonian mechanics,72027,M%C3%A9canique_hamiltonienne,0
Iron(II) gluconate,20127,Gluconate_de_fer(II),0
Bayer,80377,Bayer_(entreprise),0
Club cell,17963,Cellule_Club,0
Homocysteine,24500,Homocyst%C3%A9ine,0
Game of Thrones,131321,Game_of_Thrones,0
Carnitine,36097,Carnitine,0
Bronchoscopy,27424,Bronchoscopie,0
Tick,55807,Tique,0
Audouin Dollfus,22397,Audouin_Dollfus,0
Terina (ancient city),28424,Terina,0
Sphygmomanometer,21904,Tensiom%C3%A8tre,0
Existential therapy,60089,Psychoth%C3%A9rapie_existentielle,0
Campylobacter jejuni,39743,Campylobacter_jejuni,0
Lymphadenopathy,27455,Ad%C3%A9nopathie,0
Cytochrome,18972,Cytochrome,0
British Museum,176746,British_Museum,0
Dextran,24212,Dextrane,0
Asbestosis,34488,Asbestose,0
Bowie State University,39574,Universit%C3%A9_Bowie_State,0
Connexon,25905,Connexon,0
Wiskott–Aldrich syndrome,40512,Syndrome_de_Wiskott-Aldrich,0
Protein biosynthesis,46405,Biosynth%C3%A8se_des_prot%C3%A9ines,0
Resource curse,66256,Mal%C3%A9diction_des_ressources_naturelles,0
Democratic Republic of the Congo,133094,R%C3%A9publique_d%C3%A9mocratique_du_Congo,0
RUNX1,39305,RUNX1,0
Common carotid artery,29693,Art%C3%A8re_carotide_commune,0
Lorcaserin,49387,Lorcas%C3%A9rine,0
Darmstadtium,41936,Darmstadtium,0
Immunodeficiency,31872,Immunod%C3%A9ficience,0
Quechuan languages,90065,Quechua,0
Aortic aneurysm,34007,An%C3%A9vrisme_aortique,0
Special Actions Detachment,59223,Destacamento_de_A%C3%A7%C3%B5es_Especiais,0
Electrical energy,17886,%C3%89nergie_%C3%A9lectrique,0
Interval training,19416,Entra%C3%AEnement_fractionn%C3%A9,0
Hypnotherapy,39650,Hypnoth%C3%A9rapie,0
TMEM43,16291,TMEM43,0
Forensic science,70545,Science_forensique,0
Left colic artery,20520,Art%C3%A8re_colique_gauche,0
African Americans,151408,Afro-Am%C3%A9ricains,0
String instrument,64761,Instrument_%C3%A0_cordes,0
Rickettsia,28645,Rickettsia,0
Stereotypy,22511,St%C3%A9r%C3%A9otypie_(psychiatrie),0
Occipital artery,21122,Art%C3%A8re_occipitale,0
Dietary supplement,65538,Compl%C3%A9ment_alimentaire,0
A History of Philosophy (Copleston),27108,A_History_of_Philosophy_(Copleston),0
Angiography,33287,Angiographie,0
Dutch wine,13494,Viticulture_aux_Pays-Bas,0
WHO Model List of Essential Medicines,45809,Liste_mod%C3%A8le_de_l%27OMS_des_m%C3%A9dicaments_essentiels,0
Electromagnetism,44308,%C3%89lectromagn%C3%A9tisme,0
List of Greek mythological figures,102443,Liste_des_divinit%C3%A9s_de_la_mythologie_grecque,0
Mechanical ventilation,49108,Ventilation_m%C3%A9canique_en_m%C3%A9decine,0
Emotionally focused therapy,98125,Th%C3%A9rapie_centr%C3%A9e_sur_les_%C3%A9motions,0
Horace,98798,Horace,0
X-ray absorption spectroscopy,16931,Spectrom%C3%A9trie_d%27absorption_des_rayons_X,0
Rhinoplasty,120332,Rhinoplastie,0
Circulatory system,101189,Syst%C3%A8me_circulatoire,0
Adverse drug reaction,29814,%C3%89v%C3%A9nement_ind%C3%A9sirable_m%C3%A9dicamenteux,0
Typical antipsychotic,36197,Antipsychotique_typique,0
Rainbow,66119,Arc-en-ciel,0
Henri-Louis Duhamel du Monceau,30082,Henri_Louis_Duhamel_du_Monceau,0
Sadyr Japarov,37772,Sadyr_Japarov,0
Polish wine,18516,Viticulture_en_Pologne,0
Lucan,32281,Lucain,0
Thoracic diaphragm,39786,Diaphragme_(organe),0
De materia medica,47197,De_materia_medica,0
Klebsiella pneumoniae,38977,Klebsiella_pneumoniae,0
Pulseless electrical activity,21525,Dissociation_%C3%A9lectrom%C3%A9canique,0
Cocktail glass,19128,Verre_%C3%A0_cocktail,0
Victim blaming,50652,Faute_de_la_victime_(psychologie),0
Mihajlo Pupin,48857,Michael_Idvorsky_Pupin,0
Château Bargylus,12907,Domaine_de_Bargylus,0
Detrusor muscle,18791,D%C3%A9trusor,0
Cytokine,40078,Cytokine,0
Posaconazole,24578,Posaconazole,0
Berlin State Library,35493,Biblioth%C3%A8que_d%27%C3%89tat_de_Berlin,0
Anion gap,29808,Trou_anionique,0
Contraindication,12990,Contre-indication,0
Molar ionization energies of the elements,26726,Liste_d%27%C3%A9nergies_d%27ionisation,0
HIV/AIDS in China,76557,Sida_en_r%C3%A9publique_populaire_de_Chine,0
Adenylyl cyclase,33238,Ad%C3%A9nylate_cyclase,0
Rib fracture,21922,Fracture_costale,0
X-ray telescope,24763,T%C3%A9lescope_%C3%A0_rayons_X,0
Mechanoreceptor,29808,M%C3%A9canor%C3%A9cepteur,0
Digitalis,33904,Digitale,0
Keshanta,24411,Keshanta,0
Software testing,92185,Test_(informatique),0
Pneumostome,15672,Pneumostome,0
Tyramine,38235,Tyramine,0
Erythropoietin,48295,%C3%89rythropo%C3%AF%C3%A9tine,0
Electrocardiography,77581,%C3%89lectrocardiographie,0
Yellow Emperor,86781,Hu%C3%A1ngd%C3%AC,0
Koinon,12932,Koinon,0
Flame test,20418,Test_de_flamme,0
Polytetrafluoroethylene,48441,Polyt%C3%A9trafluoro%C3%A9thyl%C3%A8ne,0
Cardiology in Review,15621,Cardiology_in_Review,0
Chalcogen,78031,Chalcog%C3%A8ne,0
Primal therapy,44182,Th%C3%A9rapie_primale,0
Pyrrhus of Epirus,57173,Pyrrhus_Ier,0
Lebanese diaspora,38268,Diaspora_libanaise,0
Ryanodine receptor,26538,R%C3%A9cepteur_de_la_ryanodine,0
Tayeb Salih,23209,Tayeb_Salih,0
Abu Ja'far al-Khazin,23801,Ab%C5%AB_Ja%27far_al-Kh%C4%81zin,0
Aspartame,43580,Aspartame,0
Hiking,50565,Randonn%C3%A9e_p%C3%A9destre,0
Henry Moseley,33365,Henry_Moseley,0
Cyclic guanosine monophosphate,26579,Guanosine_monophosphate_cyclique,0
Pancoast tumor,19090,Tumeur_de_Pancoast-Tobias,0
Climate change denial,119805,D%C3%A9ni_du_r%C3%A9chauffement_climatique,0
Overtone,39063,Partiel_(acoustique),0
Toxic oil syndrome,24781,Scandale_de_l%27huile_frelat%C3%A9e,0
Gaucher's disease,32415,Maladie_de_Gaucher,0
Teratology,32304,T%C3%A9ratologie,0
Memory,105084,M%C3%A9moire_(psychologie),0
Chronic condition,43350,Maladie_chronique,0
Cartography,69739,Cartographie,0
Gene therapy,86217,Th%C3%A9rapie_g%C3%A9nique,0
List of ICD-9 codes,10874,Liste_de_codes_CIM-9,0
Median sacral artery,20153,Art%C3%A8re_sacrale_m%C3%A9diane,0
Bierbrand,20132,Eau-de-vie_de_bi%C3%A8re,0
AV nodal reentrant tachycardia,28188,Maladie_de_Bouveret,0
Rail transport,106565,Transport_ferroviaire,0
Opioid receptor,46193,R%C3%A9cepteur_opiac%C3%A9,0
Ruminal tympany,13738,M%C3%A9t%C3%A9orisation_(m%C3%A9decine),0
Avicenna Prize,19731,Prix_Avicenne_d%E2%80%99%C3%A9thique_scientifique,0
Fasciolosis,46868,Fasciolose,0
John Scott Haldane,65688,John_Scott_Haldane,0
Posterior auricular artery,18164,Art%C3%A8re_auriculaire_post%C3%A9rieure,0
Pancytopenia,17936,Pancytop%C3%A9nie,0
Sant Martí d'Empúries,20271,Sant_Mart%C3%AD_d%27Emp%C3%BAries,0
Bahman Farmanara,22758,Bahman_Farmanara,0
Neostigmine,27544,N%C3%A9ostigmine,0
Edward Tatum,24696,Edward_Lawrie_Tatum,0
Moraxella catarrhalis,30484,Moraxella_catarrhalis,0
Endothelin,21269,Endoth%C3%A9line,0
Local anesthetic,60210,Anesth%C3%A9sique_local,0
2C-T-2,50075,2C-T-2,0
Radiosurgery,37825,Radiochirurgie,0
Electronegativity,43294,%C3%89lectron%C3%A9gativit%C3%A9,0
Millimetre,19367,Millim%C3%A8tre,0
Upanishads,90371,Upanishad,0
Biperiden,38412,Bip%C3%A9rid%C3%A8ne,0
Encephalopathy,30658,Enc%C3%A9phalopathie,0
CD40 (protein),32456,CD40,0
Madeira wine,41584,Mad%C3%A8re_(DOC),0
Insulinoma,24944,N%C3%A9sidioblastome,0
Machine code,32146,Langage_machine,0
Anxiety,62095,Anxi%C3%A9t%C3%A9,0
Meaning of life,111490,Sens_de_la_vie,0
Irinotecan,32366,Irinot%C3%A9can,0
BL-1020,42321,BL_1020,0
Arene substitution pattern,19364,Nomenclature_des_d%C3%A9riv%C3%A9s_benz%C3%A9niques,0
Clinical cardiac electrophysiology,15267,Exploration_%C3%A9lectrophysiologique,0
Eye color,45151,Couleur_des_yeux,0
Environmental enrichment,33160,Enrichissement_environnemental,0
Shiksha,43027,Shiksha,0
Facebook,147840,Facebook,0
Caplan's syndrome,22489,Syndrome_de_Caplan-Colinet,0
Variant angina,36048,Angor_de_Prinzmetal,0
Glycolonitrile,20896,Glycolonitrile,0
Blast furnace,58060,Haut_fourneau,0
Daratumumab,25137,Daratumumab,0
Taha Abdurrahman,23125,Taha_Abderrahman,0
Iatrogenesis,26938,Iatrog%C3%A9n%C3%A8se,0
Cotard delusion,25449,Syndrome_de_Cotard,0
Multi-mission radioisotope thermoelectric generator,25550,G%C3%A9n%C3%A9rateur_thermo%C3%A9lectrique_%C3%A0_radioisotope_multi-mission,0
Halogen,58111,Halog%C3%A8ne,0
Health effects of tobacco,102829,Effets_du_tabac_sur_la_sant%C3%A9,0
Legality of cannabis,70413,L%C3%A9gislation_sur_le_cannabis,0
Influenza-like illness,23541,Syndrome_grippal,0
Idiopathic intracranial hypertension,38746,Hypertension_intracr%C3%A2nienne_idiopathique,0
Colitis,26498,Colite,0
Edwards Lifesciences,19256,Edwards_Lifesciences,0
Wildfire,121222,Feu_de_for%C3%AAt,0
Mammal,123451,Mammif%C3%A8re,0
Social inequality,76522,In%C3%A9galit%C3%A9_sociale,0
Hashish,45565,Haschich,0
Tyrosine,41494,Tyrosine,0
ATC code G04,17138,Classe_ATC_G04,0
Tetanospasmin,26971,T%C3%A9tanospasmine,0
Group psychotherapy,34159,Th%C3%A9rapie_de_groupe,0
Basal-cell carcinoma,48420,Carcinome_basocellulaire,0
Collecting duct system,26561,Tube_collecteur,0
Receptor antagonist,37483,Antagoniste_(biochimie),0
Erasmus+,21904,Erasmus%2B,0
Calcitriol,31052,Calcitriol,0
Hematologic disease,26326,H%C3%A9mopathie,0
Classical element,40719,Quatre_%C3%A9l%C3%A9ments,0
Aristotelian physics,56975,Physique_d%27Aristote,0
Mediastinoscopy,18903,M%C3%A9diastinoscopie,0
Retinoid X receptor,22598,R%C3%A9cepteur_X_des_r%C3%A9tino%C3%AFdes,0
Polonium,52319,Polonium,0
Check valve,34543,Clapet_anti-retour,0
Immunofluorescence,29394,Immunofluorescence,0
Immanuel Kant,179888,Emmanuel_Kant,0
Copperbelt,19453,Copperbelt,0
Coordination complex,52659,Complexe_de_coordination,0
Glutaminase,26956,Glutaminase,0
Epidural hematoma,26243,H%C3%A9matome_extradural,0
Karl von Vierordt,17605,Karl_von_Vierordt,0
Pulmonary alveolus,29163,Alv%C3%A9ole_pulmonaire,0
Smoking bans in private vehicles,26015,Interdiction_de_fumer_dans_les_v%C3%A9hicules_particuliers,0
Stock character,32369,Personnage_type,0
ATC code C01,22028,Classe_ATC_C01,0
Serology,24947,S%C3%A9rologie,0
Cambodia,144434,Cambodge,0
Translational medicine,30715,M%C3%A9decine_translationnelle,0
JWH-018,49049,JWH-018,0
Behavior change (public health),28727,Changement_de_comportement,0
Small-cell carcinoma,39873,Cancer_bronchique_%C3%A0_petites_cellules,0
Dulaglutide,24427,Dulaglutide,0
Albrecht Kossel,33419,Albrecht_Kossel,0
Waterborne diseases,43494,Maladie_hydrique,0
ATC code N06,21005,Classe_ATC_N06,0
Imepitoin,32755,Im%C3%A9pito%C3%AFne,0
Surgical instrument,18024,Instrument_chirurgical,0
Lipopolysaccharide,38592,Lipopolysaccharide,0
Sodium-vapor lamp,34935,Lampe_%C3%A0_vapeur_de_sodium,0
Arabization,64760,Arabisation,0
Digitoxin,32182,Digitoxine,0
Brachial plexus,33965,Plexus_brachial,0
Asclepeion,23361,Ascl%C3%A9pi%C3%A9ion,0
T helper cell,51048,Lymphocyte_T_auxiliaire,0
Surgical instrument,17851,Instrument_chirurgical,0
Toxic epidermal necrolysis,27452,Syndrome_de_Lyell,0
Primary central nervous system lymphoma,27009,Lymphome_primaire_du_syst%C3%A8me_nerveux_central,0
National Center for Health Statistics,25166,National_Center_for_Health_Statistics,0
Theodor Morell,36078,Theodor_Morell,0
Intensive care medicine,42360,M%C3%A9decine_de_soins_critiques,0
Troponin,30342,Troponine,0
Yolk sac,21949,V%C3%A9sicule_vitelline,0
Controlled Substances Act,66490,Controlled_Substances_Act,0
Immunosuppressive drug,44321,Immunosuppresseur,0
Sagunto,40870,Sagonte,0
Electrical conduction system of the heart,31890,Tissu_cardionecteur,0
Myeloproliferative neoplasm,21987,Syndrome_my%C3%A9loprolif%C3%A9ratif,0
List of feeding behaviours,25481,Mode_d%27alimentation,0
Overtraining,16127,Surentra%C3%AEnement,0
Amoxicillin,41869,Amoxicilline,0
Ileostomy,33476,Il%C3%A9ostomie,0
Cutting fluid,31898,Liquide_de_coupe,0
Proton therapy,66901,Protonth%C3%A9rapie,0
Radio wave,45331,Onde_radio,0
Immunoassay,25465,Test_immunologique,0
Prior probability,41649,Probabilit%C3%A9_a_priori,0
Surface marker buoy,73844,Parachute_de_palier,0
"Wayland, Massachusetts",35031,Wayland_(Massachusetts),0
Human sexual activity,69716,Comportement_sexuel_humain,0
Pericardium,27633,P%C3%A9ricarde,0
Phlebitis,18511,Maladie_thromboembolique,0
Factorial experiment,37296,Plan_factoriel,0
Decision-making,68678,Prise_de_d%C3%A9cision,0
Probiotic,48210,Probiotique,0
Leon Cooper,26056,Leon_Neil_Cooper,0
United States National Library of Medicine,30097,United_States_National_Library_of_Medicine,0
Equivalent (chemistry),12169,%C3%89quivalent_(chimie),0
Abd al-Majid ibn Abdun,15701,Abd_al-Majid_ibn_Abdun,0
Bromochlorodifluoromethane,19024,Bromochlorodifluorom%C3%A9thane,0
Bravais lattice,31861,R%C3%A9seau_de_Bravais,0
Dumping syndrome,23082,Syndrome_de_dumping,0
Condom,83012,Pr%C3%A9servatif,0
Nocturnality,34196,Nocturne_(comportement_animal),0
Safe Drinking Water Act,49507,Safe_Drinking_Water_Act,0
Mutanda Mine,14092,Mine_de_Mutanda,0
Nephron,35580,N%C3%A9phron,0
Bird fancier's lung,20866,Maladie_des_%C3%A9leveurs_d%27oiseaux,0
Bowel obstruction,31168,Occlusion_intestinale,0
Laryngitis,32165,Laryngite,0
Foreskin,32973,Pr%C3%A9puce,0
Neuropeptide,25947,Neuropeptide,0
Well-being,43450,Bien-%C3%AAtre,0
Ecgonine,14883,Ecgonine,0
Asthma,94637,Asthme,0
Spring (hydrology),36174,Source_(hydrologie),0
Strophanthin,9183,Strophanthine,0
Cyclizine,47701,Cyclizine,0
Diabetic retinopathy,48765,R%C3%A9tinopathie_diab%C3%A9tique,0
Liver,71580,Foie,0
Pentaerythritol tetranitrate,35761,T%C3%A9tranitrate_de_penta%C3%A9rythritol,0
Asian Dust,36762,Temp%C3%AAte_de_sable_asiatique,0
Hospital,64126,H%C3%B4pital,0
Isotopes of sodium,27659,Isotopes_du_sodium,0
Immune disorder,22446,Maladie_immunitaire,0
TNT equivalent,44907,%C3%89quivalent_en_TNT,0
Gonadotropin-releasing hormone,42431,Hormone_de_lib%C3%A9ration_des_gonadotrophines_hypophysaires,0
Skin condition,39336,Dermatose,0
Sleep deprivation,66935,Agrypnie_(m%C3%A9decine),0
Völkisch movement,54891,Mouvement_v%C3%B6lkisch,0
Allotropy,25967,Allotropie,0
Digital object identifier,41986,Digital_Object_Identifier,0
Neptunite,13758,Neptunite,0
Daniel Coit Gilman,31207,Daniel_Coit_Gilman,0
Dosha,29437,Dosha,0
Internet sex addiction,25313,D%C3%A9pendance_au_cybersexe,0
Creatinine,30789,Cr%C3%A9atinine,0
Recklessness (law),34852,Insouciance_(droit),0
Michigan Wolverines,73667,Wolverines_du_Michigan,0
Thrifty phenotype,13760,Ph%C3%A9notype_%C3%A9conome,0
General Hospital,63300,H%C3%B4pital_central,0
Rum and Coke,29314,Cuba_libre,0
Denkard,38012,Denkard,0
Whey,27584,Lactos%C3%A9rum,0
Syncope (medicine),48656,Syncope_(m%C3%A9decine),0
Uppsala University,68429,Universit%C3%A9_d%27Uppsala,0
Asclepeion,23215,Ascl%C3%A9pi%C3%A9ion,0
Astrovirus,44989,Astroviridae,0
Georg Ernst Stahl,27733,Georg_Ernst_Stahl,0
Cognitive epidemiology,51824,%C3%89pid%C3%A9miologie_cognitive,0
Ethology,45364,%C3%89thologie,0
Sewage treatment,88092,%C3%89puration_des_eaux,0
University of Göttingen,54917,Universit%C3%A9_de_G%C3%B6ttingen,0
Etoposide,25846,%C3%89toposide,0
Nursing theory,20982,Courants_de_pens%C3%A9e_infirmi%C3%A8re,0
Apulia,47198,Pouilles,0
Hohenheim,21601,Hohenheim_(Stuttgart),0
Traditional Chinese medicine,143709,M%C3%A9decine_traditionnelle_chinoise,0
Zinc–air battery,34487,Pile_zinc-air,0
British Sub-Aqua Club,68151,British_Sub-Aqua_Club,0
Topical medication,31828,M%C3%A9dicament_topique,0
Benzbromarone,19950,Benzbromarone,0
Natriuretic peptide precursor C,21112,Facteur_natriur%C3%A9tique_de_type_C,0
Food microbiology,33098,Microbiologie_alimentaire,0
List of inorganic compounds,71028,Liste_de_compos%C3%A9s_inorganiques_A,0
Quarantine,83044,Quarantaine,0
Somatic cell nuclear transfer,41416,Clonage_th%C3%A9rapeutique,0
Rutherfordium,44190,Rutherfordium,0
Sauna,60290,Sauna,0
Pectus excavatum,41212,Pectus_excavatum,0
Klaus von Klitzing,27180,Klaus_von_Klitzing,0
Ecology,128931,%C3%89cologie,0
Interim Register of Marine and Nonmarine Genera,17417,Interim_Register_of_Marine_and_Nonmarine_Genera,0
Collecting duct system,26581,Tube_collecteur,0
Alcoholic drink,58531,Boisson_alcoolis%C3%A9e,0
Lumiliximab,19858,Lumiliximab,0
Nummular dermatitis,19219,Ecz%C3%A9ma_nummulaire,0
Partial correlation,44515,Corr%C3%A9lation_partielle,0
Thrombolysis,24574,Thrombolyse,0
Bowstring,20056,Corde_d%27arc,0
Gamma-glutamyltransferase,28950,Gamma-glutamyltranspeptidase,0
Phosphocholine,18186,Phosphocholine,0
Enterocolitis,19447,Ent%C3%A9rocolite,0
Paul Bearer,42135,William_Alvin_Moody,0
Lipid-lowering agent,21153,Hypolip%C3%A9miant,0
War of the Mantuan Succession,38823,Guerre_de_Succession_de_Mantoue,0
Paraquat,33889,Paraquat,0
"Jackson, Mississippi",91713,Jackson_(Mississippi),0
Soundproofing,37327,Isolation_phonique,0
Phase (matter),29526,Phase_(thermodynamique),0
Neti (Hatha Yoga),20445,Jala_neti,0
Antimicrobial,63559,Antimicrobien,0
Land (economics),23809,Terre_(%C3%A9conomie),0
Phenmetrazine,38353,Phenm%C3%A9trazine,0
Mepacrine,29846,Quinacrine,0
Smooth muscle,47726,Muscle_lisse,0
Enantiomer,26713,%C3%89nantiom%C3%A9rie,0
Fluorescence,70225,Fluorescence,0
Cestoda,39126,Cestoda,0
Al-Farabi,70449,Al-F%C3%A2r%C3%A2b%C3%AE,0
Cyprus,135095,Chypre_(pays),0
Fibrocyte,11379,Fibrocyte,0
Frog,109131,Anoures,0
Kidney stone disease,86166,Lithiase_urinaire,0
CPR-1000,23882,CPR-1000,0
Lusitropy,15790,Lusitrope,0
Ubiquitin,63597,Ubiquitine,0
Plastic surgery,53880,Chirurgie_plastique,0
KCNJ14,21361,Kir2.4,0
China–Cornell–Oxford Project,17358,China%E2%80%93Cornell%E2%80%93Oxford_Project,0
Bortezomib,29766,Bort%C3%A9zomib,0
Google Books,73856,Google_Livres,0
Thomas Starzl,38329,Thomas_Starzl,0
Virchow's triad,19016,Triade_de_Virchow,0
Oligomer,15261,Oligom%C3%A8re,0
Transcription (biology),55571,Transcription_(biologie),0
Neoplasm,44944,N%C3%A9oplasie,0
Zombie (cocktail),22086,Zombie_(cocktail),0
Remscheid,29488,Remscheid,0
Potassium iodide,49807,Iodure_de_potassium,0
Otto Rank,61045,Otto_Rank,0
Provost (education),20379,Provost_(fonction),0
Penguin Books,64410,Penguin_Books,0
Bacillota,32110,Firmicutes,0
Microbiological culture,27721,Culture_microbienne,0
Adrenergic receptor,40729,R%C3%A9cepteur_adr%C3%A9nergique,0
Hypericum perforatum,66314,Millepertuis_perfor%C3%A9,0
Frank Dobson,30592,Frank_Dobson_(homme_politique_britannique),0
International Nurses Day,24541,Journ%C3%A9e_internationale_des_infirmi%C3%A8res,0
Economic Simplified Boiling Water Reactor,24589,R%C3%A9acteur_ESBWR,0
Tabu search,26054,Recherche_tabou,0
Picrotoxin,34047,Picrotoxine,0
Rib cage,37090,Cage_thoracique,0
Lung abscess,23306,Abc%C3%A8s_pulmonaire,0
Retirement community,39367,R%C3%A9sidence_services_seniors,0
Betamethasone,37260,B%C3%A9tam%C3%A9thasone,0
Bulk modulus,41318,Module_d%27%C3%A9lasticit%C3%A9_isostatique,0
Peginterferon alfa-2a,29197,Peginterf%C3%A9ron_alfa-2a,0
Bicarbonate,24057,Bicarbonate,0
Operation INFEKTION,50013,Op%C3%A9ration_INFEKTION,0
European Environment Agency,31774,Agence_europ%C3%A9enne_pour_l%27environnement,0
Eucryptite,18020,Eucryptite,0
List of food additives,52508,Liste_des_additifs_alimentaires,0
Meclizine,55092,M%C3%A9clozine,0
Knee replacement,48433,Proth%C3%A8se_du_genou,0
Togo,70039,Togo,0
Sulfanilamide,21856,Sulfanilamide,0
Density,35979,Masse_volumique,0
NCAA Division III,28857,Division_III_(NCAA),0
Gram-positive bacteria,33443,Gram_positif,0
Novartis,76536,Novartis,0
Isotonic regression,30036,R%C3%A9gression_isotonique,0
Skeletal muscle,77434,Muscle_squelettique,0
3-Iodothyronamine,21867,3-Iodothyronamine,0
Active site,48356,Site_actif,0
Conformational change,14258,Changement_conformationnel,0
Futures studies,101956,Futurologie,0
Crematorium,25801,Cr%C3%A9matorium,0
Neuroanatomy,47981,Neuroanatomie,0
Alternative medicine,116714,M%C3%A9decine_non_conventionnelle,0
Crocodilia,102846,Crocodilia,0
Phage therapy,68140,Phagoth%C3%A9rapie,0
Justus von Liebig,69796,Justus_von_Liebig,0
Heart failure,93374,Insuffisance_cardiaque_chez_l%27humain,0
Age adjustment,13570,Ajustement_pour_l%27%C3%A2ge,0
Earth Overshoot Day,29876,Jour_du_d%C3%A9passement,0
Dieting,51840,R%C3%A9gime_amaigrissant,0
Hydrostatic skeleton,17978,Hydrosquelette,0
Ovary,41006,Ovaire,0
United States Air Force,111373,United_States_Air_Force,0
Light,57150,Lumi%C3%A8re,0
Pulmonary wedge pressure,16712,Pression_art%C3%A9rielle_pulmonaire_d%27occlusion,0
Sodium channel,45617,Canal_sodium,0
Etonogestrel,64582,Etonogestrel,0
Aliskiren,24123,Aliskir%C3%A8ne,0
Qiyan,27168,Qiyan,0
Serum (blood),22299,S%C3%A9rum,0
Health technology assessment,20323,%C3%89valuation_des_technologies_de_la_sant%C3%A9,0
Cyanoacetylene,19110,Cyano%C3%A9thyne,0
Tunnel of Eupalinos,30113,Tunnel_d%27Eupalinos,0
Forensic facial reconstruction,39780,M%C3%A9thode_scientifique_de_reconstruction_faciale,0
Phenols,21455,Ph%C3%A9nol_(groupe),0
Buddhist vegetarianism,59589,V%C3%A9g%C3%A9tarisme_bouddhique,0
Palestinian literature,24584,Litt%C3%A9rature_palestinienne,0
Ascending cholangitis,37607,Angiocholite,0
Inborn errors of metabolism,31150,Maladie_m%C3%A9tabolique_g%C3%A9n%C3%A9tique,0
Glutamic acid,47678,Acide_glutamique,0
Hypoxia (medical),75250,Hypoxie,0
Optical rotation,40380,Pouvoir_rotatoire,0
Nocturia,27725,Nycturie,0
Hypertriglyceridemia,21057,Hypertriglyc%C3%A9rid%C3%A9mie,0
Ayurveda,89235,Ayurveda,0
Saltigue,24346,Saltigu%C3%A9,0
Kroger,79100,Kroger,0
Cannabis,88815,Cannabis,0
Hermetica,60699,Hermetica,0
Plastination,33033,Plastination,0
Laundry ball,24597,Boule_lavante,0
Bradykinin,31499,Bradykinine,0
Jean Buridan,34788,Jean_Buridan,0
Viral replication,28558,R%C3%A9plication_virale,0
Pulmonary valve,18266,Valve_pulmonaire,0
JWH-018,48916,JWH-018,0
Ajulemic acid,31687,Acide_ajul%C3%A9mique,0
